id,post_id,user_id,view_time_seconds,like_time_seconds,inspiration_time_seconds,rating_percent,rated_posts_time_seconds,slug,title,identifier,username
891,540.0,421,0.0,0.0,0.0,5.0,39860.0,d25737d08946a5f8c1dde9b9701417d17d4db048,jesuschristloveyou jesus love me,tNjnVUO,jannat123
892,31.0,167,10475.0,0.0,0.0,0.0,0.0,103cccc96dee1649620c680ecbc5e9c909d2bf1e,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",QhuUPuM,rengoku
892,742.0,215,0.0,30604.0,0.0,0.0,0.0,103cccc96dee1649620c680ecbc5e9c909d2bf1e,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",QhuUPuM,rengoku
892,1063.0,421,0.0,0.0,0.0,9.0,39861.0,103cccc96dee1649620c680ecbc5e9c909d2bf1e,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",QhuUPuM,rengoku
893,142.0,167,10480.0,0.0,0.0,0.0,0.0,49cfde6f3e5ac841feb2022331b91b44f9637042,"God is in control A God has a purpose for you! Believe in miracles, in the strength of your journey",cMhpwNz,junaidaslam
893,1066.0,215,0.0,30630.0,0.0,0.0,0.0,49cfde6f3e5ac841feb2022331b91b44f9637042,"God is in control A God has a purpose for you! Believe in miracles, in the strength of your journey",cMhpwNz,junaidaslam
893,159.0,419,0.0,0.0,0.0,23.0,39880.0,49cfde6f3e5ac841feb2022331b91b44f9637042,"God is in control A God has a purpose for you! Believe in miracles, in the strength of your journey",cMhpwNz,junaidaslam
903,609.0,168,46079.0,0.0,0.0,0.0,0.0,4de992e4c9f39bce16b4eb816024f67fd749e876,Ramayan part 43,BAQ7c1N,bmw10
903,154.0,422,0.0,0.0,0.0,35.0,40039.0,4de992e4c9f39bce16b4eb816024f67fd749e876,Ramayan part 43,BAQ7c1N,bmw10
904,626.0,169,51115.0,0.0,0.0,0.0,0.0,d7a7469ec375937d8299230d039cf3aa56366733,Ramayan part 37,GehgwYA,bsoheyb338_02l7i7c9f
904,1063.0,225,0.0,26625.0,0.0,0.0,0.0,d7a7469ec375937d8299230d039cf3aa56366733,Ramayan part 37,GehgwYA,bsoheyb338_02l7i7c9f
904,19.0,422,0.0,0.0,0.0,12.0,40044.0,d7a7469ec375937d8299230d039cf3aa56366733,Ramayan part 37,GehgwYA,bsoheyb338_02l7i7c9f
905,540.0,167,53362.0,0.0,0.0,0.0,0.0,b6cfe9db639a3dc22513ca828647bea3bd1f0909,Ramayan part 39,6iy1NDi,yaniamichi
905,1063.0,180,0.0,28377.0,0.0,0.0,0.0,b6cfe9db639a3dc22513ca828647bea3bd1f0909,Ramayan part 39,6iy1NDi,yaniamichi
905,516.0,422,0.0,0.0,0.0,30.0,40054.0,b6cfe9db639a3dc22513ca828647bea3bd1f0909,Ramayan part 39,6iy1NDi,yaniamichi
906,151.0,170,82167.0,0.0,0.0,0.0,0.0,773758ec091e34495ab019e7b47b1a331b863fd7,Ramayan part 40,AQ7cS7u,junaidaslamja3509
906,164.0,9,0.0,32349.0,0.0,0.0,0.0,773758ec091e34495ab019e7b47b1a331b863fd7,Ramayan part 40,AQ7cS7u,junaidaslamja3509
906,150.0,348,0.0,0.0,0.0,20.0,42672.0,773758ec091e34495ab019e7b47b1a331b863fd7,Ramayan part 40,AQ7cS7u,junaidaslamja3509
907,86.0,170,82277.0,0.0,0.0,0.0,0.0,c049585957d47c009536a25b729a943540904cdd,Ramayan part 36,E4tMLHw,mjunaid1234
907,44.0,429,0.0,0.0,0.0,13.0,51486.0,c049585957d47c009536a25b729a943540904cdd,Ramayan part 36,E4tMLHw,mjunaid1234
908,560.0,170,82316.0,0.0,0.0,0.0,0.0,a85ffa925a0050365b61b57ff9de27af13078dcd,Ramayan part 34,DKU57b3,daksh_bhardwaj
908,13.0,429,0.0,0.0,0.0,16.0,51492.0,a85ffa925a0050365b61b57ff9de27af13078dcd,Ramayan part 34,DKU57b3,daksh_bhardwaj
915,33.0,167,62498.0,0.0,0.0,0.0,0.0,15112ee2d25789785497fe277631a2bbd2d6ef79,Trust God’s timing,SCPizFh,9f6xdvghsc_06c8i5f4l
915,724.0,9,0.0,45226.0,0.0,0.0,0.0,15112ee2d25789785497fe277631a2bbd2d6ef79,Trust God’s timing,SCPizFh,9f6xdvghsc_06c8i5f4l
915,549.0,431,0.0,0.0,0.0,8.0,54812.0,15112ee2d25789785497fe277631a2bbd2d6ef79,Trust God’s timing,SCPizFh,9f6xdvghsc_06c8i5f4l
916,154.0,167,62524.0,0.0,0.0,0.0,0.0,1cc7b9c162a93ec170e2b12d4aa89c5a78e86323,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,TNSWu9U,pq9mbc9h66_00l0f5c9i
916,14.0,9,0.0,46262.0,0.0,0.0,0.0,1cc7b9c162a93ec170e2b12d4aa89c5a78e86323,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,TNSWu9U,pq9mbc9h66_00l0f5c9i
916,979.0,431,0.0,0.0,0.0,11.0,54910.0,1cc7b9c162a93ec170e2b12d4aa89c5a78e86323,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,TNSWu9U,pq9mbc9h66_00l0f5c9i
917,155.0,167,62538.0,0.0,0.0,0.0,0.0,d229fb385d08210286240b068f85bb882b6ac111,What Jesus Taught Us About Prayer In The Bible,Cb7jMe-,wx9whqhvm5_05l7c1f3i
917,31.0,431,0.0,0.0,0.0,8.0,55000.0,d229fb385d08210286240b068f85bb882b6ac111,What Jesus Taught Us About Prayer In The Bible,Cb7jMe-,wx9whqhvm5_05l7c1f3i
918,19.0,167,62556.0,0.0,0.0,0.0,0.0,44cb676a1c8bbb29104a49b7950e3b5b8b958db0,Yes He Has,OyQh9fk,jyntm7n5h4_09i4l3c7f
918,1059.0,236,0.0,47729.0,0.0,0.0,0.0,44cb676a1c8bbb29104a49b7950e3b5b8b958db0,Yes He Has,OyQh9fk,jyntm7n5h4_09i4l3c7f
918,43.0,431,0.0,0.0,0.0,9.0,55017.0,44cb676a1c8bbb29104a49b7950e3b5b8b958db0,Yes He Has,OyQh9fk,jyntm7n5h4_09i4l3c7f
919,438.0,172,65470.0,0.0,0.0,0.0,0.0,44da123b083b5fc420206fa77b62727d736b1f26,Stop Worrying,Psou4Bu,john123
919,150.0,431,0.0,0.0,0.0,13.0,55032.0,44da123b083b5fc420206fa77b62727d736b1f26,Stop Worrying,Psou4Bu,john123
920,437.0,172,65491.0,0.0,0.0,0.0,0.0,cac4b675f6179a0b074e6fbf64276c89096495c3,What Jesus Taught On The Holy Spirit,CTxYpPD,p7xfh6hfhb_02f1c3l7i
920,365.0,9,0.0,70876.0,0.0,0.0,0.0,cac4b675f6179a0b074e6fbf64276c89096495c3,What Jesus Taught On The Holy Spirit,CTxYpPD,p7xfh6hfhb_02f1c3l7i
920,1063.0,431,0.0,0.0,0.0,11.0,55044.0,cac4b675f6179a0b074e6fbf64276c89096495c3,What Jesus Taught On The Holy Spirit,CTxYpPD,p7xfh6hfhb_02f1c3l7i
921,193.0,172,66744.0,0.0,0.0,0.0,0.0,dabc2b9c89899550dbc931da1e320460ea717fa5,MY TESTIMONY,lZ3bvg_,gtogame
921,972.0,1,0.0,76573.0,0.0,0.0,0.0,dabc2b9c89899550dbc931da1e320460ea717fa5,MY TESTIMONY,lZ3bvg_,gtogame
921,1059.0,431,0.0,0.0,0.0,11.0,55045.0,dabc2b9c89899550dbc931da1e320460ea717fa5,MY TESTIMONY,lZ3bvg_,gtogame
922,191.0,172,66751.0,0.0,0.0,0.0,0.0,86e11eba14b10eedfd0be7abd124746dbf1ec06a,Jesus EXPOSED Satan!,1w2H6Uu,homegto
922,84.0,1,0.0,76580.0,0.0,0.0,0.0,86e11eba14b10eedfd0be7abd124746dbf1ec06a,Jesus EXPOSED Satan!,1w2H6Uu,homegto
922,56.0,431,0.0,0.0,0.0,13.0,55047.0,86e11eba14b10eedfd0be7abd124746dbf1ec06a,Jesus EXPOSED Satan!,1w2H6Uu,homegto
923,189.0,172,66780.0,0.0,0.0,0.0,0.0,9a4be4d294fc290c407e885f432399cba2e16bd5,Trust God,pHk9lJb,kokoko
923,1025.0,239,0.0,24524.0,0.0,0.0,0.0,9a4be4d294fc290c407e885f432399cba2e16bd5,Trust God,pHk9lJb,kokoko
923,540.0,431,0.0,0.0,0.0,9.0,55049.0,9a4be4d294fc290c407e885f432399cba2e16bd5,Trust God,pHk9lJb,kokoko
924,186.0,172,66815.0,0.0,0.0,0.0,0.0,d4dcd5f97a7d97b059ca73ce0b5e1470cd37c900,Ramayan part 49,Q2v6GEf,lololo
924,821.0,9,0.0,63974.0,0.0,0.0,0.0,d4dcd5f97a7d97b059ca73ce0b5e1470cd37c900,Ramayan part 49,Q2v6GEf,lololo
924,841.0,431,0.0,0.0,0.0,8.0,55050.0,d4dcd5f97a7d97b059ca73ce0b5e1470cd37c900,Ramayan part 49,Q2v6GEf,lololo
925,454.0,172,66839.0,0.0,0.0,0.0,0.0,6b4aeb5936e784d2db77b7bff35d806cbe2cf8f7,Ramayan part 50,s3bEkmB,Jeremiah
925,436.0,1,0.0,52699.0,0.0,0.0,0.0,6b4aeb5936e784d2db77b7bff35d806cbe2cf8f7,Ramayan part 50,s3bEkmB,Jeremiah
925,724.0,431,0.0,0.0,0.0,6.0,55075.0,6b4aeb5936e784d2db77b7bff35d806cbe2cf8f7,Ramayan part 50,s3bEkmB,Jeremiah
926,453.0,172,66842.0,0.0,0.0,0.0,0.0,3308e4531d6878da0a9d51bd3b20655013196c54,Ramayan 51,Ogaj7_G,nd9djv6w66_00f9c6i4l
926,159.0,241,0.0,60979.0,0.0,0.0,0.0,3308e4531d6878da0a9d51bd3b20655013196c54,Ramayan 51,Ogaj7_G,nd9djv6w66_00f9c6i4l
926,549.0,352,0.0,0.0,0.0,14.0,58687.0,3308e4531d6878da0a9d51bd3b20655013196c54,Ramayan 51,Ogaj7_G,nd9djv6w66_00f9c6i4l
927,451.0,172,66860.0,0.0,0.0,0.0,0.0,9fb009cf3482755c8ba2b24c50591952536d6728,Ramayan part 52,fZaQLgF,sanjana_yadav_1409
927,626.0,241,0.0,60999.0,0.0,0.0,0.0,9fb009cf3482755c8ba2b24c50591952536d6728,Ramayan part 52,fZaQLgF,sanjana_yadav_1409
927,979.0,352,0.0,0.0,0.0,14.0,58697.0,9fb009cf3482755c8ba2b24c50591952536d6728,Ramayan part 52,fZaQLgF,sanjana_yadav_1409
934,397.0,173,27409.0,0.0,0.0,0.0,0.0,50cfa935c53080aa31e83164d1089b6fb2752c63,Ramayan part 60,HzVMJvv,h8jnh284hw_02c8i6f3l
934,979.0,360,0.0,0.0,0.0,12.0,63320.0,50cfa935c53080aa31e83164d1089b6fb2752c63,Ramayan part 60,HzVMJvv,h8jnh284hw_02c8i6f3l
935,52.0,167,52478.0,0.0,0.0,0.0,0.0,fe35fc5fb17a67679230dd12739c6ef5f114d826,Ramayan part 53,RTINZgY,nvpgzjvdmk_07i4l0c3f
935,847.0,247,0.0,31569.0,0.0,0.0,0.0,fe35fc5fb17a67679230dd12739c6ef5f114d826,Ramayan part 53,RTINZgY,nvpgzjvdmk_07i4l0c3f
935,38.0,421,0.0,0.0,0.0,10.0,68857.0,fe35fc5fb17a67679230dd12739c6ef5f114d826,Ramayan part 53,RTINZgY,nvpgzjvdmk_07i4l0c3f
936,158.0,167,52487.0,0.0,0.0,0.0,0.0,c9439ffd6a3690b79e2817df7734f3fb8a6fed3c,Ramayan part 58,3zRUC24,vanced_04c9i4l5f
936,773.0,9,0.0,31726.0,0.0,0.0,0.0,c9439ffd6a3690b79e2817df7734f3fb8a6fed3c,Ramayan part 58,3zRUC24,vanced_04c9i4l5f
936,780.0,421,0.0,0.0,0.0,9.0,69378.0,c9439ffd6a3690b79e2817df7734f3fb8a6fed3c,Ramayan part 58,3zRUC24,vanced_04c9i4l5f
937,150.0,167,52507.0,0.0,0.0,0.0,0.0,3116f9bd1c8f8a2e961962cdd436debaa48f74a2,Ramayan part 54,rqafsMy,kbhlb
937,813.0,9,0.0,31732.0,0.0,0.0,0.0,3116f9bd1c8f8a2e961962cdd436debaa48f74a2,Ramayan part 54,rqafsMy,kbhlb
937,770.0,421,0.0,0.0,0.0,5.0,69379.0,3116f9bd1c8f8a2e961962cdd436debaa48f74a2,Ramayan part 54,rqafsMy,kbhlb
938,516.0,167,52523.0,0.0,0.0,0.0,0.0,f4071fcce798b902fe50542bf9c342dc1fea5a0d,"But the Lord laughs at the wicked, for he knows their day is coming",0X8hH6N,dqbgmg8p95_03f5l7c2i
938,814.0,9,0.0,31734.0,0.0,0.0,0.0,f4071fcce798b902fe50542bf9c342dc1fea5a0d,"But the Lord laughs at the wicked, for he knows their day is coming",0X8hH6N,dqbgmg8p95_03f5l7c2i
938,44.0,385,0.0,0.0,0.0,67.0,8695.0,f4071fcce798b902fe50542bf9c342dc1fea5a0d,"But the Lord laughs at the wicked, for he knows their day is coming",0X8hH6N,dqbgmg8p95_03f5l7c2i
940,159.0,174,62856.0,0.0,0.0,0.0,0.0,0,0,0,0
940,693.0,9,0.0,31738.0,0.0,0.0,0.0,0,0,0,0
940,549.0,397,0.0,0.0,0.0,19.0,10473.0,0,0,0,0
941,560.0,174,62867.0,0.0,0.0,0.0,0.0,9cbb4906ccd96caaf5ba60ecd2a5b73dbbcda205,Stop saying you will do something tomorrow do it NOW!,fk2xtbm,MarcoAhmed
941,692.0,9,0.0,31740.0,0.0,0.0,0.0,9cbb4906ccd96caaf5ba60ecd2a5b73dbbcda205,Stop saying you will do something tomorrow do it NOW!,fk2xtbm,MarcoAhmed
941,979.0,397,0.0,0.0,0.0,9.0,10483.0,9cbb4906ccd96caaf5ba60ecd2a5b73dbbcda205,Stop saying you will do something tomorrow do it NOW!,fk2xtbm,MarcoAhmed
942,161.0,174,62909.0,0.0,0.0,0.0,0.0,0,0,0,0
942,652.0,9,0.0,31741.0,0.0,0.0,0.0,0,0,0,0
942,44.0,397,0.0,0.0,0.0,12.0,10515.0,0,0,0,0
943,151.0,174,62917.0,0.0,0.0,0.0,0.0,8bd8114309ba78659e039a9030b5fe612bf6b748,You cannot keep praying to God for things when you wont change yourself first,4etdVUn,cfzy
943,697.0,9,0.0,31758.0,0.0,0.0,0.0,8bd8114309ba78659e039a9030b5fe612bf6b748,You cannot keep praying to God for things when you wont change yourself first,4etdVUn,cfzy
943,43.0,397,0.0,0.0,0.0,6.0,10517.0,8bd8114309ba78659e039a9030b5fe612bf6b748,You cannot keep praying to God for things when you wont change yourself first,4etdVUn,cfzy
944,142.0,174,62951.0,0.0,0.0,0.0,0.0,7ee315a77ae6b2bc072d6298c39a59591ca116c0,You must be humble and understand that God hates the sin of pride,39COc4R,mvrrfr76hz_08c8i6f9l
944,31.0,397,0.0,0.0,0.0,25.0,10518.0,7ee315a77ae6b2bc072d6298c39a59591ca116c0,You must be humble and understand that God hates the sin of pride,39COc4R,mvrrfr76hz_08c8i6f9l
945,633.0,167,75109.0,0.0,0.0,0.0,0.0,d725f2e4b5d6f8d4bbe80a54ff9282c84fe66f8b,So many people died for there faith do you think people would die for a lie,64PdVw-,x4n6x7z2ty_02i4c2f6l
945,1062.0,248,0.0,34187.0,0.0,0.0,0.0,d725f2e4b5d6f8d4bbe80a54ff9282c84fe66f8b,So many people died for there faith do you think people would die for a lie,64PdVw-,x4n6x7z2ty_02i4c2f6l
945,173.0,397,0.0,0.0,0.0,6.0,10537.0,d725f2e4b5d6f8d4bbe80a54ff9282c84fe66f8b,So many people died for there faith do you think people would die for a lie,64PdVw-,x4n6x7z2ty_02i4c2f6l
946,551.0,167,75159.0,0.0,0.0,0.0,0.0,a00f25cf86efd548bba730493b929f78650bdfea,Stop living with fear and become a warrior of God,S7yU0jf,Jerrylopezgives
946,1065.0,249,0.0,37119.0,0.0,0.0,0.0,a00f25cf86efd548bba730493b929f78650bdfea,Stop living with fear and become a warrior of God,S7yU0jf,Jerrylopezgives
946,13.0,397,0.0,0.0,0.0,7.0,10542.0,a00f25cf86efd548bba730493b929f78650bdfea,Stop living with fear and become a warrior of God,S7yU0jf,Jerrylopezgives
947,160.0,167,75167.0,0.0,0.0,0.0,0.0,c08e50c3325478076cbb3b04fd822657402e64bc,The reason why lucifer was thrown out of heaven was for his rebellion against God and thinking he can be greater then God,eKMrOYd,g592fmyt7k_00i5c0l8f
947,159.0,254,0.0,70048.0,0.0,0.0,0.0,c08e50c3325478076cbb3b04fd822657402e64bc,The reason why lucifer was thrown out of heaven was for his rebellion against God and thinking he can be greater then God,eKMrOYd,g592fmyt7k_00i5c0l8f
947,150.0,397,0.0,0.0,0.0,20.0,10605.0,c08e50c3325478076cbb3b04fd822657402e64bc,The reason why lucifer was thrown out of heaven was for his rebellion against God and thinking he can be greater then God,eKMrOYd,g592fmyt7k_00i5c0l8f
948,546.0,167,75178.0,0.0,0.0,0.0,0.0,f175f8ba6a761d3bc9bcb0a58553ba6d54848dfd,When God is by your side nothing will happen to you,CTUPLrH,rtjkxkgsmj_04f2i3l4c
948,43.0,254,0.0,70073.0,0.0,0.0,0.0,f175f8ba6a761d3bc9bcb0a58553ba6d54848dfd,When God is by your side nothing will happen to you,CTUPLrH,rtjkxkgsmj_04f2i3l4c
948,841.0,397,0.0,0.0,0.0,12.0,10610.0,f175f8ba6a761d3bc9bcb0a58553ba6d54848dfd,When God is by your side nothing will happen to you,CTUPLrH,rtjkxkgsmj_04f2i3l4c
949,259.0,172,81931.0,0.0,0.0,0.0,0.0,0,0,0,0
949,13.0,430,0.0,0.0,0.0,24.0,22169.0,0,0,0,0
950,626.0,172,81936.0,0.0,0.0,0.0,0.0,0,0,0,0
950,49.0,254,0.0,70083.0,0.0,0.0,0.0,0,0,0,0
950,43.0,430,0.0,0.0,0.0,27.0,22189.0,0,0,0,0
951,258.0,172,81948.0,0.0,0.0,0.0,0.0,0,0,0,0
951,1033.0,254,0.0,70131.0,0.0,0.0,0.0,0,0,0,0
951,31.0,430,0.0,0.0,0.0,22.0,22196.0,0,0,0,0
966,38.0,155,47591.0,0.0,0.0,0.0,0.0,c491909db2953fdc0aa955d0c0d89dc0cfac52db,"Song title- Charno Main Raghuvar Ke by Nikhil Verma, KSHL Music and Jaani",wKnBsHe,asha_07l0c2i7f
966,841.0,407,0.0,0.0,0.0,16.0,33965.0,c491909db2953fdc0aa955d0c0d89dc0cfac52db,"Song title- Charno Main Raghuvar Ke by Nikhil Verma, KSHL Music and Jaani",wKnBsHe,asha_07l0c2i7f
988,655.0,175,69526.0,0.0,0.0,0.0,0.0,0,0,0,0
988,1025.0,279,0.0,37794.0,0.0,0.0,0.0,0,0,0,0
988,159.0,465,0.0,0.0,0.0,30.0,21399.0,0,0,0,0
989,656.0,175,69554.0,0.0,0.0,0.0,0.0,0,0,0,0
989,560.0,465,0.0,0.0,0.0,18.0,21400.0,0,0,0,0
990,159.0,175,69592.0,0.0,0.0,0.0,0.0,88d6ff9b669e2a870587a71a596b0c23dc9e150b,17th April 2024. Ram Navami dates.,Zq40Q3L,hybx7cfkcg_04f7i8l6c
990,173.0,465,0.0,0.0,0.0,21.0,25632.0,88d6ff9b669e2a870587a71a596b0c23dc9e150b,17th April 2024. Ram Navami dates.,Zq40Q3L,hybx7cfkcg_04f7i8l6c
991,560.0,175,69600.0,0.0,0.0,0.0,0.0,c710cbfc786e8cd435e7b30a4e87509cb1371764,राम नाम की महिमा  जय श्रीराम,VbWsKPE,67rvbcgfbj_09f0l9i9c
991,847.0,279,0.0,37830.0,0.0,0.0,0.0,c710cbfc786e8cd435e7b30a4e87509cb1371764,राम नाम की महिमा  जय श्रीराम,VbWsKPE,67rvbcgfbj_09f0l9i9c
991,979.0,465,0.0,0.0,0.0,21.0,25637.0,c710cbfc786e8cd435e7b30a4e87509cb1371764,राम नाम की महिमा  जय श्रीराम,VbWsKPE,67rvbcgfbj_09f0l9i9c
992,161.0,175,69615.0,0.0,0.0,0.0,0.0,93ef3b6602d56dec3beb48a56b7dd6fa43356509,Ram Navami -- Tere hawaale -- status--,J7wW3L5,s6dtjtjngf_07l9c5i3f
992,1062.0,280,0.0,49723.0,0.0,0.0,0.0,93ef3b6602d56dec3beb48a56b7dd6fa43356509,Ram Navami -- Tere hawaale -- status--,J7wW3L5,s6dtjtjngf_07l9c5i3f
992,13.0,465,0.0,0.0,0.0,18.0,25642.0,93ef3b6602d56dec3beb48a56b7dd6fa43356509,Ram Navami -- Tere hawaale -- status--,J7wW3L5,s6dtjtjngf_07l9c5i3f
1011,40.0,167,6764.0,0.0,0.0,0.0,0.0,3dc623263bf2f15f35caa767d8365dfcb6e63eb2,Pious Ram Navami Fasting to all  Jai Shree Ram,aBbUHVt,6csh6scvk2_07l9f9c7i
1011,1064.0,283,0.0,51433.0,0.0,0.0,0.0,3dc623263bf2f15f35caa767d8365dfcb6e63eb2,Pious Ram Navami Fasting to all  Jai Shree Ram,aBbUHVt,6csh6scvk2_07l9f9c7i
1011,159.0,475,0.0,0.0,0.0,24.0,32688.0,3dc623263bf2f15f35caa767d8365dfcb6e63eb2,Pious Ram Navami Fasting to all  Jai Shree Ram,aBbUHVt,6csh6scvk2_07l9f9c7i
1012,629.0,167,6788.0,0.0,0.0,0.0,0.0,45c525f5ce5ed76b2afb751cf30f85827ba098d5,Jay shree ram  ❤   God ram status   ♥,WwsfrVN,self_08c7l4i8f
1012,1064.0,299,0.0,55268.0,0.0,0.0,0.0,45c525f5ce5ed76b2afb751cf30f85827ba098d5,Jay shree ram  ❤   God ram status   ♥,WwsfrVN,self_08c7l4i8f
1012,560.0,475,0.0,0.0,0.0,21.0,32689.0,45c525f5ce5ed76b2afb751cf30f85827ba098d5,Jay shree ram  ❤   God ram status   ♥,WwsfrVN,self_08c7l4i8f
1013,590.0,167,6799.0,0.0,0.0,0.0,0.0,3c28b83fb5c24c4a30f58ba0672bc4fc77ecf2c5,This scientific discovery proveds proof of the Ram Setu (bridge) that Lord Ram and his followers used to cross from India to Sri Lanka,usfhl_g,btpsv4p4tt_08c8f4i3l
1013,1065.0,299,0.0,55326.0,0.0,0.0,0.0,3c28b83fb5c24c4a30f58ba0672bc4fc77ecf2c5,This scientific discovery proveds proof of the Ram Setu (bridge) that Lord Ram and his followers used to cross from India to Sri Lanka,usfhl_g,btpsv4p4tt_08c8f4i3l
1013,159.0,478,0.0,0.0,0.0,28.0,33048.0,3c28b83fb5c24c4a30f58ba0672bc4fc77ecf2c5,This scientific discovery proveds proof of the Ram Setu (bridge) that Lord Ram and his followers used to cross from India to Sri Lanka,usfhl_g,btpsv4p4tt_08c8f4i3l
1014,513.0,167,8670.0,0.0,0.0,0.0,0.0,f3a03a06a151f2576051613dce47c9c720988f45,Mantra Journey  Lord Shri Ram and Goddess Sita's marriage.,UI3Ky5n,9tcbd28x77_03i0l2c1f
1014,1066.0,300,0.0,77099.0,0.0,0.0,0.0,f3a03a06a151f2576051613dce47c9c720988f45,Mantra Journey  Lord Shri Ram and Goddess Sita's marriage.,UI3Ky5n,9tcbd28x77_03i0l2c1f
1014,560.0,478,0.0,0.0,0.0,16.0,33049.0,f3a03a06a151f2576051613dce47c9c720988f45,Mantra Journey  Lord Shri Ram and Goddess Sita's marriage.,UI3Ky5n,9tcbd28x77_03i0l2c1f
1015,148.0,167,8685.0,0.0,0.0,0.0,0.0,8641eccc038350fdd87dfbc07c1967d6e3bf3c4d,"Jai Shri Ram Glory to Lord Rama or Victory to Lord Rama. The proclamation has been used by Hindus as a symbol of adhering to Hindu faith, or for projection of varied faith-",4RnLhEF,yjnywzpbwc_08c9i6l7f
1015,161.0,478,0.0,0.0,0.0,21.0,33050.0,8641eccc038350fdd87dfbc07c1967d6e3bf3c4d,"Jai Shri Ram Glory to Lord Rama or Victory to Lord Rama. The proclamation has been used by Hindus as a symbol of adhering to Hindu faith, or for projection of varied faith-",4RnLhEF,yjnywzpbwc_08c9i6l7f
1016,583.0,167,8707.0,0.0,0.0,0.0,0.0,abcd80968bf4fe8bd2911e1f2e1419838ca65fbe,jai shree ram  May the divine and ever loving Lord Rama always be with you.,Scrpbws,xkzvdj57xj_09f7c9l8i
1016,1065.0,301,0.0,33218.0,0.0,0.0,0.0,abcd80968bf4fe8bd2911e1f2e1419838ca65fbe,jai shree ram  May the divine and ever loving Lord Rama always be with you.,Scrpbws,xkzvdj57xj_09f7c9l8i
1016,161.0,475,0.0,0.0,0.0,31.0,33352.0,abcd80968bf4fe8bd2911e1f2e1419838ca65fbe,jai shree ram  May the divine and ever loving Lord Rama always be with you.,Scrpbws,xkzvdj57xj_09f7c9l8i
1017,173.0,167,8722.0,0.0,0.0,0.0,0.0,47ea1a2e0737e1ea7ce3a08971b7b0263c58e191,JAI SHREE RAM,1mwhqO3,nuage_08i0l4c5f
1017,1064.0,301,0.0,33233.0,0.0,0.0,0.0,47ea1a2e0737e1ea7ce3a08971b7b0263c58e191,JAI SHREE RAM,1mwhqO3,nuage_08i0l4c5f
1017,143.0,475,0.0,0.0,0.0,35.0,33353.0,47ea1a2e0737e1ea7ce3a08971b7b0263c58e191,JAI SHREE RAM,1mwhqO3,nuage_08i0l4c5f
1018,153.0,167,8733.0,0.0,0.0,0.0,0.0,422a67c06b59f04dc4d979d093b535730c08cd9e,5 Lessons from Lord Ram .,wICYXfl,2mhdbqqk6q_06l6f3i1c
1018,151.0,475,0.0,0.0,0.0,31.0,33377.0,422a67c06b59f04dc4d979d093b535730c08cd9e,5 Lessons from Lord Ram .,wICYXfl,2mhdbqqk6q_06l6f3i1c
1019,461.0,167,8745.0,0.0,0.0,0.0,0.0,2556108068090f1df9074441318802ed77004c5e,How did Lord Ram trick Hanuman,X_mSbyV,4nk89yj727_01l4f9c7i
1019,33.0,475,0.0,0.0,0.0,36.0,33377.0,2556108068090f1df9074441318802ed77004c5e,How did Lord Ram trick Hanuman,X_mSbyV,4nk89yj727_01l4f9c7i
1020,38.0,167,8755.0,0.0,0.0,0.0,0.0,0,0,0,0
1020,415.0,475,0.0,0.0,0.0,16.0,33377.0,0,0,0,0
1021,143.0,175,26064.0,0.0,0.0,0.0,0.0,0,0,0,0
1021,159.0,487,0.0,0.0,0.0,26.0,35905.0,0,0,0,0
1033,551.0,176,46957.0,0.0,0.0,0.0,0.0,0,0,0,0
1033,31.0,487,0.0,0.0,0.0,17.0,35924.0,0,0,0,0
1034,549.0,176,46961.0,0.0,0.0,0.0,0.0,0,0,0,0
1034,154.0,487,0.0,0.0,0.0,14.0,35925.0,0,0,0,0
1035,660.0,176,46969.0,0.0,0.0,0.0,0.0,0,0,0,0
1035,1062.0,312,0.0,57689.0,0.0,0.0,0.0,0,0,0,0
1035,19.0,487,0.0,0.0,0.0,21.0,35927.0,0,0,0,0
1036,659.0,176,46972.0,0.0,0.0,0.0,0.0,0,0,0,0
1036,1066.0,315,0.0,15261.0,0.0,0.0,0.0,0,0,0,0
1036,142.0,487,0.0,0.0,0.0,20.0,35928.0,0,0,0,0
1044,460.0,176,42912.0,0.0,0.0,0.0,0.0,0,0,0,0
1044,1062.0,318,0.0,31746.0,0.0,0.0,0.0,0,0,0,0
1050,82.0,167,70561.0,0.0,0.0,0.0,0.0,0,0,0,0
1050,1064.0,322,0.0,35558.0,0.0,0.0,0.0,0,0,0,0
1054,39.0,167,70659.0,0.0,0.0,0.0,0.0,0,0,0,0
1054,1066.0,330,0.0,62173.0,0.0,0.0,0.0,0,0,0,0
1055,14.0,167,70682.0,0.0,0.0,0.0,0.0,0,0,0,0
1055,1064.0,331,0.0,63279.0,0.0,0.0,0.0,0,0,0,0
1099,159.0,177,15764.0,0.0,0.0,0.0,0.0,0,0,0,0
1099,1065.0,19,0.0,4612.0,0.0,0.0,0.0,0,0,0,0
