id,post_id,user_id,view_time_seconds,like_time_seconds,inspiration_time_seconds,rating_percent,rated_posts_time_seconds,slug,title,identifier,username,engagement_score,normalized_score,mood_score,mood
48,175.0,19,0.0,49060.0,0.0,0.0,0.0,0,0,0,0,14718.2,0.5691019186599541,0.0,Negative
48,551.0,18,0.0,0.0,3883.0,0.0,0.0,0,0,0,0,0.2,0.0,0.0,Negative
48,724.0,9,0.0,0.0,0.0,48.0,47510.0,0,0,0,0,9502.2,0.3674144877773396,0.0,Negative
49,512.0,47,78127.0,0.0,0.0,0.0,0.0,2-truths-to-set-you-free,2 truths to set you free,wUXRVBy,001909.c212cb000d3246c78b971968f1d1ddd0.1430,23438.3,0.9062826253393035,0.0,Negative
49,590.0,18,0.0,0.0,8129.0,0.0,0.0,2-truths-to-set-you-free,2 truths to set you free,wUXRVBy,001909.c212cb000d3246c78b971968f1d1ddd0.1430,0.2,0.0,0.0,Negative
49,722.0,9,0.0,0.0,0.0,48.0,48332.0,2-truths-to-set-you-free,2 truths to set you free,wUXRVBy,001909.c212cb000d3246c78b971968f1d1ddd0.1430,9666.6,0.3737713538887471,0.0,Negative
59,151.0,119,56541.0,0.0,0.0,0.0,0.0,push-through-the-pain,push through the pain 🫡,O06plAt,002025.8b952605c5154907b93a37250130e9a2.0109,16962.5,0.6558824211771802,0.0,Negative
59,494.0,18,0.0,0.0,21613.0,0.0,0.0,push-through-the-pain,push through the pain 🫡,O06plAt,002025.8b952605c5154907b93a37250130e9a2.0109,0.2,0.0,0.0,Negative
59,143.0,5,0.0,0.0,0.0,32.0,52412.0,push-through-the-pain,push through the pain 🫡,O06plAt,002025.8b952605c5154907b93a37250130e9a2.0109,10482.600000000002,0.4053236820329599,0.0,Negative
61,629.0,119,56579.0,0.0,0.0,0.0,0.0,beff-jezos-more-energy-is-good-e-acc,Beff Jezos - More energy is Good e/acc,4rxm7I7,000819.9c3b2302f8ae4b23904bfd200d3a8d4f.1016,16973.9,0.656323225761548,0.0,Negative
61,453.0,18,0.0,0.0,21833.0,0.0,0.0,beff-jezos-more-energy-is-good-e-acc,Beff Jezos - More energy is Good e/acc,4rxm7I7,000819.9c3b2302f8ae4b23904bfd200d3a8d4f.1016,0.2,0.0,0.0,Negative
61,14.0,5,0.0,0.0,0.0,60.0,55399.0,beff-jezos-more-energy-is-good-e-acc,Beff Jezos - More energy is Good e/acc,4rxm7I7,000819.9c3b2302f8ae4b23904bfd200d3a8d4f.1016,11080.000000000002,0.42842338893657833,0.0,Negative
62,586.0,120,67141.0,0.0,0.0,0.0,0.0,what-is-e-acc,what is e/acc,jeB7KQI,001376.80789f535b434b03bde684bcce17548e.1547,20142.5,0.7788436999744798,0.0,Negative
62,438.0,18,0.0,0.0,21889.0,0.0,0.0,what-is-e-acc,what is e/acc,jeB7KQI,001376.80789f535b434b03bde684bcce17548e.1547,0.2,0.0,0.0,Negative
62,516.0,5,0.0,0.0,0.0,85.0,55399.0,what-is-e-acc,what is e/acc,jeB7KQI,001376.80789f535b434b03bde684bcce17548e.1547,11080.000000000002,0.42842338893657833,0.0,Negative
63,151.0,120,67168.0,0.0,0.0,0.0,0.0,this-app-is-literally-steroids-for-your-brain,This app is literally steroids for your brain,ZK4Tddo,001927.63a47dabd2034b889c295bcc1257d2df.1558,20150.6,0.7791569032317935,0.0,Negative
63,437.0,18,0.0,0.0,21897.0,0.0,0.0,this-app-is-literally-steroids-for-your-brain,This app is literally steroids for your brain,ZK4Tddo,001927.63a47dabd2034b889c295bcc1257d2df.1558,0.2,0.0,0.0,Negative
63,629.0,5,0.0,0.0,0.0,100.0,55399.0,this-app-is-literally-steroids-for-your-brain,This app is literally steroids for your brain,ZK4Tddo,001927.63a47dabd2034b889c295bcc1257d2df.1558,11080.000000000002,0.42842338893657833,0.0,Negative
64,448.0,44,73802.0,0.0,0.0,0.0,0.0,gratitude-acc,Gratitude/Acc 🖖🫡,T9Uf3Rm,000303.be708e25264140db8be1cebba7707a28.2119,22140.8,0.8561121035658771,0.0,Negative
64,428.0,18,0.0,0.0,21982.0,0.0,0.0,gratitude-acc,Gratitude/Acc 🖖🫡,T9Uf3Rm,000303.be708e25264140db8be1cebba7707a28.2119,0.2,0.0,0.0,Negative
64,36.0,5,0.0,0.0,0.0,94.0,55404.0,gratitude-acc,Gratitude/Acc 🖖🫡,T9Uf3Rm,000303.be708e25264140db8be1cebba7707a28.2119,11081.000000000002,0.4284620560053825,0.0,Negative
65,447.0,44,73838.0,0.0,0.0,0.0,0.0,tiktok-steals-your-dreams-we-help-you-attain-them,"tiktok steals your dreams, we help you attain them",7kjPNvP,000696.b213405e4294424bb1999815127bfe1c.0425,22151.6,0.8565297079089622,0.0,Negative
65,427.0,18,0.0,0.0,21989.0,0.0,0.0,tiktok-steals-your-dreams-we-help-you-attain-them,"tiktok steals your dreams, we help you attain them",7kjPNvP,000696.b213405e4294424bb1999815127bfe1c.0425,0.2,0.0,0.0,Negative
65,143.0,1,0.0,0.0,0.0,22.0,55405.0,tiktok-steals-your-dreams-we-help-you-attain-them,"tiktok steals your dreams, we help you attain them",7kjPNvP,000696.b213405e4294424bb1999815127bfe1c.0425,11081.2,0.4284697894191433,0.0,Negative
66,446.0,44,73870.0,0.0,0.0,0.0,0.0,a-new-dawn-of-personalized-computing-is-is-front-of-you-rn,A new dawn of personalized computing is is front of you rn,20yQHFT,000683.70082eeaa84b4816bb56b966dc9e6568.0722,22161.2,0.8569009117694825,0.0,Negative
66,61.0,5,0.0,7859.0,0.0,0.0,0.0,a-new-dawn-of-personalized-computing-is-is-front-of-you-rn,A new dawn of personalized computing is is front of you rn,20yQHFT,000683.70082eeaa84b4816bb56b966dc9e6568.0722,2357.8999999999996,0.09116534811962042,0.0,Negative
66,425.0,18,0.0,0.0,22022.0,0.0,0.0,a-new-dawn-of-personalized-computing-is-is-front-of-you-rn,A new dawn of personalized computing is is front of you rn,20yQHFT,000683.70082eeaa84b4816bb56b966dc9e6568.0722,0.2,0.0,0.0,Negative
66,558.0,5,0.0,0.0,0.0,29.0,55408.0,a-new-dawn-of-personalized-computing-is-is-front-of-you-rn,A new dawn of personalized computing is is front of you rn,20yQHFT,000683.70082eeaa84b4816bb56b966dc9e6568.0722,11081.800000000001,0.42849298966042587,0.0,Negative
67,631.0,44,73897.0,0.0,0.0,0.0,0.0,bloomsday-is-coming,BLOOMSDAY IS COMING 🥰,haa9nmR,001153.9ff163adaa53430ab00844ddadde6a8c.1626,22169.3,0.8572141150267962,0.0,Negative
67,422.0,18,0.0,0.0,22049.0,0.0,0.0,bloomsday-is-coming,BLOOMSDAY IS COMING 🥰,haa9nmR,001153.9ff163adaa53430ab00844ddadde6a8c.1626,0.2,0.0,0.0,Negative
67,60.0,5,0.0,0.0,0.0,16.0,55408.0,bloomsday-is-coming,BLOOMSDAY IS COMING 🥰,haa9nmR,001153.9ff163adaa53430ab00844ddadde6a8c.1626,11081.800000000001,0.42849298966042587,0.0,Negative
69,634.0,44,73932.0,0.0,0.0,0.0,0.0,new-culture-e-acc,new culture e/acc,sTOlg-4,valentine360,22179.8,0.8576201192492402,0.0,Negative
69,33.0,1,0.0,0.0,81470.0,0.0,0.0,new-culture-e-acc,new culture e/acc,sTOlg-4,valentine360,0.2,0.0,0.0,Negative
69,56.0,1,0.0,0.0,0.0,26.0,55418.0,new-culture-e-acc,new culture e/acc,sTOlg-4,valentine360,11083.800000000001,0.4285703237980342,0.0,Negative
70,540.0,47,1518.0,0.0,0.0,0.0,0.0,is-e-acc-religion,is e/acc religion?,mXqKi8Y,000146.566787d21ddf4b49a33d4431c62af5ca.0546,455.59999999999997,0.017608983133424586,0.0,Negative
70,629.0,19,0.0,0.0,44749.0,0.0,0.0,is-e-acc-religion,is e/acc religion?,mXqKi8Y,000146.566787d21ddf4b49a33d4431c62af5ca.0546,0.2,0.0,0.0,Negative
70,14.0,9,0.0,0.0,0.0,22.0,56275.0,is-e-acc-religion,is e/acc religion?,mXqKi8Y,000146.566787d21ddf4b49a33d4431c62af5ca.0546,11255.2,0.43519785939107103,0.0,Negative
71,155.0,47,1539.0,0.0,0.0,0.0,0.0,choose,choose…,s9efPLn,000119.de18077eaf40490a85edd30210cbae60.0627,461.9,0.017852585666890932,0.0,Negative
